instance_id,project,target_stable_branch,change_id,master_patch_url,stable_backport_url,same_files_modified,file_overlap_ratio,files_only_in_master,files_only_in_stable,master_lines_added,master_lines_removed,stable_lines_added,stable_lines_removed,diff_size_ratio,days_to_backport,only_iac,has_explicit_tests,master_patchsets,master_human_messages,master_human_reviewers,master_review_duration_days,master_review_hours,master_ci_failures,master_human_negative_votes,master_api_status,bp_patchsets,bp_human_messages,bp_human_reviewers,bp_review_duration_days,bp_review_hours,bp_ci_failures,bp_human_negative_votes,bp_api_status,backport_type
openstack-openstack-ansible-rabbitmq_server-stable-stein-I95c72e9,openstack/openstack-ansible-rabbitmq_server,stable/stein,I95c72e9ccb2a96f1956b0b4b8d82ec8d80b29fa9,https://review.opendev.org/c/openstack/openstack-ansible-rabbitmq_server/+/664653,https://review.opendev.org/c/openstack/openstack-ansible-rabbitmq_server/+/665559,True,1.0,,,0,24,0,24,1.0,6,True,False,2,5,2,0.17,4.18,0,0,ok,1,4,1,1.62,38.94,1,0,ok,Clean
openstack-kolla-ansible-stable-stein-I9e3608b,openstack/kolla-ansible,stable/stein,I9e3608b5db521930409a29981767f468ea234679,https://review.opendev.org/c/openstack/kolla-ansible/+/660765,https://review.opendev.org/c/openstack/kolla-ansible/+/665539,True,1.0,,,3,0,3,0,1.0,24,True,False,1,5,2,1.94,46.5,2,0,ok,1,5,4,1.9,45.69,1,0,ok,Clean
openstack-kolla-ansible-stable-stein-Ia36e21b,openstack/kolla-ansible,stable/stein,Ia36e21b04d3a08fab3c748f6298f142c1d73ee6d,https://review.opendev.org/c/openstack/kolla-ansible/+/663591,https://review.opendev.org/c/openstack/kolla-ansible/+/665523,True,1.0,,,2,8,2,8,1.0,11,True,False,1,4,2,0.14,3.45,0,0,ok,1,3,2,2.57,61.75,1,0,ok,Clean
openstack-puppet-neutron-stable-stein-I8248ad8,openstack/puppet-neutron,stable/stein,I8248ad80e6ff88aec252919fa687018bda78a60b,https://review.opendev.org/c/openstack/puppet-neutron/+/664419,https://review.opendev.org/c/openstack/puppet-neutron/+/666403,True,1.0,,,2,0,2,0,1.0,124,False,False,1,3,2,3.05,73.19,2,0,ok,1,5,4,118.82,2851.72,5,0,ok,Clean
openstack-puppet-neutron-stable-rocky-I8248ad8,openstack/puppet-neutron,stable/rocky,I8248ad80e6ff88aec252919fa687018bda78a60b,https://review.opendev.org/c/openstack/puppet-neutron/+/664419,https://review.opendev.org/c/openstack/puppet-neutron/+/666406,True,1.0,,,2,0,2,0,1.0,41,False,False,1,3,2,3.05,73.19,2,0,ok,1,7,2,35.99,863.83,6,0,ok,Clean
openstack-puppet-neutron-stable-queens-I8248ad8,openstack/puppet-neutron,stable/queens,I8248ad80e6ff88aec252919fa687018bda78a60b,https://review.opendev.org/c/openstack/puppet-neutron/+/664419,https://review.opendev.org/c/openstack/puppet-neutron/+/666407,True,1.0,,,2,0,2,0,1.0,25,False,False,1,3,2,3.05,73.19,2,0,ok,1,5,2,19.95,478.86,4,0,ok,Clean
openstack-kolla-ansible-stable-stein-I172ef3d,openstack/kolla-ansible,stable/stein,I172ef3d19ff2bea97db3a5207c1a984cd188ceba,https://review.opendev.org/c/openstack/kolla-ansible/+/660015,https://review.opendev.org/c/openstack/kolla-ansible/+/666144,True,1.0,,,1,1,1,1,1.0,6,True,False,2,9,6,24.65,591.5,2,0,ok,1,5,4,1.2,28.87,1,0,ok,Clean
openstack-kolla-ansible-stable-rocky-I172ef3d,openstack/kolla-ansible,stable/rocky,I172ef3d19ff2bea97db3a5207c1a984cd188ceba,https://review.opendev.org/c/openstack/kolla-ansible/+/660015,https://review.opendev.org/c/openstack/kolla-ansible/+/666145,True,1.0,,,1,1,1,1,1.0,5,True,False,2,9,6,24.65,591.5,2,0,ok,1,6,4,0.75,18.05,0,0,ok,Clean
openstack-kolla-ansible-stable-queens-I7841ce0,openstack/kolla-ansible,stable/queens,I7841ce0cff08e315fd7761d84e1e681b1a00d43e,https://review.opendev.org/c/openstack/kolla-ansible/+/663398,https://review.opendev.org/c/openstack/kolla-ansible/+/665214,True,1.0,,,86,0,86,0,1.0,4,False,False,4,15,5,8.01,192.32,1,2,ok,1,3,2,4.62,111.0,0,0,ok,Clean
openstack-kolla-ansible-stable-rocky-I7841ce0,openstack/kolla-ansible,stable/rocky,I7841ce0cff08e315fd7761d84e1e681b1a00d43e,https://review.opendev.org/c/openstack/kolla-ansible/+/663398,https://review.opendev.org/c/openstack/kolla-ansible/+/665212,True,1.0,,,86,0,86,0,1.0,4,False,False,4,15,5,8.01,192.32,1,2,ok,1,3,2,4.63,111.04,0,0,ok,Clean
openstack-kolla-ansible-stable-stein-I7841ce0,openstack/kolla-ansible,stable/stein,I7841ce0cff08e315fd7761d84e1e681b1a00d43e,https://review.opendev.org/c/openstack/kolla-ansible/+/663398,https://review.opendev.org/c/openstack/kolla-ansible/+/665618,True,1.0,,,86,0,86,0,1.0,4,False,False,4,15,5,8.01,192.32,1,2,ok,1,4,3,1.03,24.76,1,0,ok,Clean
openstack-tripleo-validations-stable-stein-I0dae1b4,openstack/tripleo-validations,stable/stein,I0dae1b4dc3c945c66e03aa7b361b329f9a25cc99,https://review.opendev.org/c/openstack/tripleo-validations/+/651500,https://review.opendev.org/c/openstack/tripleo-validations/+/665098,True,1.0,,,97,0,97,0,1.0,2,False,False,5,14,7,63.27,1518.51,3,1,ok,1,3,4,1.89,45.44,1,0,ok,Clean
openstack-tripleo-validations-stable-stein-I9a2a60e,openstack/tripleo-validations,stable/stein,I9a2a60e645443d4c052321c8edc1ec46943b39e9,https://review.opendev.org/c/openstack/tripleo-validations/+/657173,https://review.opendev.org/c/openstack/tripleo-validations/+/664879,True,1.0,,,64,11,64,11,1.0,6,False,False,11,36,6,38.55,925.2,6,3,ok,1,3,5,6.32,151.75,0,0,ok,Clean
openstack-puppet-neutron-stable-queens-I6b62be2,openstack/puppet-neutron,stable/queens,I6b62be225fc403e4a82bbf231b61479d30f7502d,https://review.opendev.org/c/openstack/puppet-neutron/+/562442,https://review.opendev.org/c/openstack/puppet-neutron/+/664844,True,1.0,,,215,0,215,0,1.0,406,False,False,3,9,3,13.72,329.33,3,0,ok,1,13,10,1.22,29.22,1,1,ok,Clean
openstack-openstack-ansible-os_keystone-stable-stein-Ifec8825,openstack/openstack-ansible-os_keystone,stable/stein,Ifec88251712a99ad7afbb51e386adf15bc4841eb,https://review.opendev.org/c/openstack/openstack-ansible-os_keystone/+/661333,https://review.opendev.org/c/openstack/openstack-ansible-os_keystone/+/664753,True,1.0,,,2,0,2,0,1.0,19,True,False,4,12,6,18.3,439.32,1,1,ok,1,5,4,19.66,471.72,1,0,ok,Clean
openstack-openstack-ansible-os_keystone-stable-stein-I8c89be0,openstack/openstack-ansible-os_keystone,stable/stein,I8c89be0ffb4f23b79c0463bff2eb135b9769eb2a,https://review.opendev.org/c/openstack/openstack-ansible-os_keystone/+/659676,https://review.opendev.org/c/openstack/openstack-ansible-os_keystone/+/665218,True,1.0,,,6,6,6,6,1.0,20,True,False,2,2,1,26.0,623.93,0,0,ok,1,6,4,18.79,451.01,2,0,ok,Clean
openstack-openstack-ansible-os_designate-stable-stein-I40a5968,openstack/openstack-ansible-os_designate,stable/stein,I40a596803df656f5e6f75996660fe9ace685c2ed,https://review.opendev.org/c/openstack/openstack-ansible-os_designate/+/663792,https://review.opendev.org/c/openstack/openstack-ansible-os_designate/+/664697,True,1.0,,,1,28,1,28,1.0,30,False,False,1,6,3,4.01,96.28,2,0,ok,1,5,4,29.11,698.57,0,0,ok,Clean
openstack-openstack-ansible-rabbitmq_server-stable-queens-I28199ce,openstack/openstack-ansible-rabbitmq_server,stable/queens,I28199ce149f6893d688d11177ec950b17dbf0886,https://review.opendev.org/c/openstack/openstack-ansible-rabbitmq_server/+/616186,https://review.opendev.org/c/openstack/openstack-ansible-rabbitmq_server/+/616475,False,0.4444,defaults/main.yml|tests/test-rabbitmq-functional.yml,files/RPM-GPG-KEY-Erlang|files/RPM-GPG-KEY-PackageCloud|files/RPM-GPG-KEY-RabbitMQ,11,243,192,54,0.9685,0,False,False,5,16,3,0.34,8.08,1,3,ok,1,3,3,0.34,8.04,0,0,ok,Modified
openstack-openstack-ansible-rabbitmq_server-stable-rocky-I28199ce,openstack/openstack-ansible-rabbitmq_server,stable/rocky,I28199ce149f6893d688d11177ec950b17dbf0886,https://review.opendev.org/c/openstack/openstack-ansible-rabbitmq_server/+/616186,https://review.opendev.org/c/openstack/openstack-ansible-rabbitmq_server/+/616218,False,0.4444,defaults/main.yml|tests/test-rabbitmq-functional.yml,files/RPM-GPG-KEY-Erlang|files/RPM-GPG-KEY-PackageCloud|files/RPM-GPG-KEY-RabbitMQ,11,243,192,54,0.9685,0,False,False,5,16,3,0.34,8.08,1,3,ok,3,8,3,0.3,7.19,3,2,ok,Modified
openstack-puppet-vswitch-stable-stein-I02dc94d,openstack/puppet-vswitch,stable/stein,I02dc94dbf4d9cee365b230a82dd5d5616d21406b,https://review.opendev.org/c/openstack/puppet-vswitch/+/647955,https://review.opendev.org/c/openstack/puppet-vswitch/+/664581,True,1.0,,,47,0,47,0,1.0,70,False,False,2,10,3,6.78,162.81,4,1,ok,1,2,1,0.55,13.09,2,0,ok,Clean
openstack-puppet-vswitch-stable-queens-I02dc94d,openstack/puppet-vswitch,stable/queens,I02dc94dbf4d9cee365b230a82dd5d5616d21406b,https://review.opendev.org/c/openstack/puppet-vswitch/+/647955,https://review.opendev.org/c/openstack/puppet-vswitch/+/650872,True,1.0,,,47,0,47,0,1.0,13,False,False,2,10,3,6.78,162.81,4,1,ok,1,3,2,7.8,187.23,0,0,ok,Clean
openstack-puppet-vswitch-stable-rocky-I02dc94d,openstack/puppet-vswitch,stable/rocky,I02dc94dbf4d9cee365b230a82dd5d5616d21406b,https://review.opendev.org/c/openstack/puppet-vswitch/+/647955,https://review.opendev.org/c/openstack/puppet-vswitch/+/650870,True,1.0,,,47,0,47,0,1.0,13,False,False,2,10,3,6.78,162.81,4,1,ok,1,3,2,7.81,187.42,2,0,ok,Clean
openstack-puppet-tripleo-stable-stein-I02a8c1d,openstack/puppet-tripleo,stable/stein,I02a8c1d618b11f68f9272b9044ff81ac39d6a81b,https://review.opendev.org/c/openstack/puppet-tripleo/+/660345,https://review.opendev.org/c/openstack/puppet-tripleo/+/664501,True,1.0,,,35,3,35,3,1.0,6,True,False,6,16,3,15.14,363.3,9,3,ok,1,3,2,0.34,8.08,2,0,ok,Clean
openstack-puppet-barbican-stable-rocky-Idef1bdf,openstack/puppet-barbican,stable/rocky,Idef1bdfd20b4820963e084657b46e07660be248c,https://review.opendev.org/c/openstack/puppet-barbican/+/662269,https://review.opendev.org/c/openstack/puppet-barbican/+/664390,True,1.0,,,186,0,186,0,1.0,11,False,False,3,8,3,3.56,85.51,3,0,ok,1,7,3,4.02,96.45,3,0,ok,Clean
openstack-puppet-barbican-stable-stein-Idef1bdf,openstack/puppet-barbican,stable/stein,Idef1bdfd20b4820963e084657b46e07660be248c,https://review.opendev.org/c/openstack/puppet-barbican/+/662269,https://review.opendev.org/c/openstack/puppet-barbican/+/664389,True,1.0,,,186,0,186,0,1.0,10,False,False,3,8,3,3.56,85.51,3,0,ok,1,6,4,3.05,73.13,3,0,ok,Clean
openstack-puppet-nova-stable-queens-If69d32f,openstack/puppet-nova,stable/queens,If69d32fb4b718b97efbfbe0d58a37966af957be9,https://review.opendev.org/c/openstack/puppet-nova/+/663522,https://review.opendev.org/c/openstack/puppet-nova/+/671399,True,1.0,,,38,20,34,16,0.8621,39,False,False,3,10,7,4.08,97.83,6,1,ok,1,4,5,1.37,32.77,0,0,ok,Modified
openstack-puppet-nova-stable-rocky-If69d32f,openstack/puppet-nova,stable/rocky,If69d32fb4b718b97efbfbe0d58a37966af957be9,https://review.opendev.org/c/openstack/puppet-nova/+/663522,https://review.opendev.org/c/openstack/puppet-nova/+/671396,True,1.0,,,38,20,36,18,0.931,39,False,False,3,10,7,4.08,97.83,6,1,ok,1,4,5,1.38,33.04,2,0,ok,Modified
openstack-puppet-nova-stable-stein-If69d32f,openstack/puppet-nova,stable/stein,If69d32fb4b718b97efbfbe0d58a37966af957be9,https://review.opendev.org/c/openstack/puppet-nova/+/663522,https://review.opendev.org/c/openstack/puppet-nova/+/671232,True,1.0,,,38,20,38,20,1.0,38,False,False,3,10,7,4.08,97.83,6,1,ok,1,4,5,1.27,30.44,2,0,ok,Clean
openstack-tripleo-validations-stable-stein-Id6beb76,openstack/tripleo-validations,stable/stein,Id6beb76dc756db1bdbddbbbba86ff001fc79aad6,https://review.opendev.org/c/openstack/tripleo-validations/+/663680,https://review.opendev.org/c/openstack/tripleo-validations/+/663895,True,1.0,,,1,2,1,2,1.0,3,True,False,1,5,3,0.87,20.92,0,0,ok,1,7,5,3.96,95.03,3,0,ok,Clean
openstack-kolla-ansible-stable-stein-I4a5ebce,openstack/kolla-ansible,stable/stein,I4a5ebcedaccb9261dbc958ec67e8077d7980e496,https://review.opendev.org/c/openstack/kolla-ansible/+/651210,https://review.opendev.org/c/openstack/kolla-ansible/+/666140,False,0.9853,ansible/roles/qinling/tasks/precheck.yml,ansible/roles/placement/tasks/upgrade.yml|ansible/roles/vitrage/tasks/upgrade.yml,400,17,403,17,1.0072,26,False,False,5,12,2,58.95,1414.69,5,1,ok,6,19,6,15.38,369.04,7,1,ok,Modified
openstack-kolla-ansible-stable-queens-I10c82dc,openstack/kolla-ansible,stable/queens,I10c82dc5f83653beb60ddb86d558c5602153341a,https://review.opendev.org/c/openstack/kolla-ansible/+/659293,https://review.opendev.org/c/openstack/kolla-ansible/+/666095,False,0.6,doc/source/reference/shared-services/index.rst|doc/source/reference/shared-services/keystone-guide.rst,doc/source/reference/index.rst|doc/source/reference/keystone-guide.rst,239,98,239,98,1.0,17,False,True,7,14,4,22.12,530.76,4,2,ok,1,3,2,5.79,138.98,1,0,ok,Modified
openstack-kolla-ansible-stable-rocky-I10c82dc,openstack/kolla-ansible,stable/rocky,I10c82dc5f83653beb60ddb86d558c5602153341a,https://review.opendev.org/c/openstack/kolla-ansible/+/659293,https://review.opendev.org/c/openstack/kolla-ansible/+/666093,False,0.6,doc/source/reference/shared-services/index.rst|doc/source/reference/shared-services/keystone-guide.rst,doc/source/reference/index.rst|doc/source/reference/keystone-guide.rst,239,98,239,98,1.0,17,False,True,7,14,4,22.12,530.76,4,2,ok,1,3,2,5.79,139.03,1,0,ok,Modified
openstack-kolla-ansible-stable-stein-I10c82dc,openstack/kolla-ansible,stable/stein,I10c82dc5f83653beb60ddb86d558c5602153341a,https://review.opendev.org/c/openstack/kolla-ansible/+/659293,https://review.opendev.org/c/openstack/kolla-ansible/+/666090,True,1.0,,,239,98,239,98,1.0,13,False,True,7,14,4,22.12,530.76,4,2,ok,1,5,4,1.89,45.38,1,0,ok,Clean
openstack-tripleo-validations-stable-stein-Idf75b8b,openstack/tripleo-validations,stable/stein,Idf75b8bf51dddc4e2165b8aec555dcb17ae9de7c,https://review.opendev.org/c/openstack/tripleo-validations/+/655708,https://review.opendev.org/c/openstack/tripleo-validations/+/663605,True,1.0,,,73,2,73,2,1.0,33,False,False,1,5,6,8.41,201.91,2,0,ok,1,3,2,0.52,12.49,0,0,ok,Clean
openstack-puppet-tripleo-stable-rocky-I1741721,openstack/puppet-tripleo,stable/rocky,I1741721ede9f9f469e2554b409ec6e0e6c7c22a2,https://review.opendev.org/c/openstack/puppet-tripleo/+/661287,https://review.opendev.org/c/openstack/puppet-tripleo/+/662985,True,1.0,,,20,9,20,9,1.0,0,True,False,5,15,5,12.2,292.7,11,0,ok,1,3,2,1.63,39.16,0,0,ok,Clean
openstack-puppet-tripleo-stable-stein-I1741721,openstack/puppet-tripleo,stable/stein,I1741721ede9f9f469e2554b409ec6e0e6c7c22a2,https://review.opendev.org/c/openstack/puppet-tripleo/+/661287,https://review.opendev.org/c/openstack/puppet-tripleo/+/662984,True,1.0,,,20,9,20,9,1.0,0,True,False,5,15,5,12.2,292.7,11,0,ok,1,3,2,1.63,39.2,1,0,ok,Clean
openstack-puppet-tripleo-stable-queens-I1741721,openstack/puppet-tripleo,stable/queens,I1741721ede9f9f469e2554b409ec6e0e6c7c22a2,https://review.opendev.org/c/openstack/puppet-tripleo/+/661287,https://review.opendev.org/c/openstack/puppet-tripleo/+/662989,True,1.0,,,20,9,21,9,1.0345,0,True,False,5,15,5,12.2,292.7,11,0,ok,1,4,3,1.6,38.39,2,0,ok,Modified
openstack-openstack-ansible-os_gnocchi-stable-rocky-Ic889b94,openstack/openstack-ansible-os_gnocchi,stable/rocky,Ic889b94c07d1479da8f7004fce21786e9fb77826,https://review.opendev.org/c/openstack/openstack-ansible-os_gnocchi/+/660759,https://review.opendev.org/c/openstack/openstack-ansible-os_gnocchi/+/663359,True,1.0,,,1,2,1,2,1.0,1,True,False,1,5,2,13.99,335.75,2,0,ok,1,4,2,1.79,42.91,4,0,ok,Clean
openstack-openstack-ansible-os_gnocchi-stable-stein-Ic889b94,openstack/openstack-ansible-os_gnocchi,stable/stein,Ic889b94c07d1479da8f7004fce21786e9fb77826,https://review.opendev.org/c/openstack/openstack-ansible-os_gnocchi/+/660759,https://review.opendev.org/c/openstack/openstack-ansible-os_gnocchi/+/663358,True,1.0,,,1,2,1,2,1.0,1,True,False,1,5,2,13.99,335.75,2,0,ok,1,4,2,1.07,25.7,1,0,ok,Clean
openstack-tripleo-validations-stable-stein-Ic099c61,openstack/tripleo-validations,stable/stein,Ic099c61c74abf6da24a2cce899c944e3bf8ce26b,https://review.opendev.org/c/openstack/tripleo-validations/+/662542,https://review.opendev.org/c/openstack/tripleo-validations/+/663267,True,1.0,,,12,1,12,1,1.0,0,False,False,3,18,5,4.03,96.72,1,0,ok,1,3,4,0.38,9.2,0,0,ok,Clean
openstack-puppet-nova-stable-stein-I16732c9,openstack/puppet-nova,stable/stein,I16732c9d6013112381cfad999540dd41ec3d7ba3,https://review.opendev.org/c/openstack/puppet-nova/+/663069,https://review.opendev.org/c/openstack/puppet-nova/+/663228,True,1.0,,,21,1,21,1,1.0,0,False,False,1,4,6,0.53,12.83,2,0,ok,1,3,3,0.51,12.14,2,0,ok,Clean
openstack-puppet-glance-stable-stein-I0d89266,openstack/puppet-glance,stable/stein,I0d892663dd9aee86f56348175fd31016a17fabf5,https://review.opendev.org/c/openstack/puppet-glance/+/658267,https://review.opendev.org/c/openstack/puppet-glance/+/663048,True,1.0,,,12,0,12,0,1.0,17,False,False,2,14,8,10.88,261.03,4,2,ok,1,6,4,3.37,80.82,4,0,ok,Clean
openstack-puppet-tripleo-stable-queens-Ib8e7ef5,openstack/puppet-tripleo,stable/queens,Ib8e7ef5b58cc0a6d125502081c1459ccf6648ee2,https://review.opendev.org/c/openstack/puppet-tripleo/+/662074,https://review.opendev.org/c/openstack/puppet-tripleo/+/662983,True,1.0,,,10,15,10,15,1.0,1,False,False,4,16,6,5.77,138.4,7,0,ok,1,3,3,1.7,40.81,2,0,ok,Clean
openstack-puppet-tripleo-stable-rocky-Ib8e7ef5,openstack/puppet-tripleo,stable/rocky,Ib8e7ef5b58cc0a6d125502081c1459ccf6648ee2,https://review.opendev.org/c/openstack/puppet-tripleo/+/662074,https://review.opendev.org/c/openstack/puppet-tripleo/+/662982,True,1.0,,,10,15,10,15,1.0,1,False,False,4,16,6,5.77,138.4,7,0,ok,1,4,4,1.69,40.56,1,0,ok,Clean
openstack-puppet-tripleo-stable-stein-Ib8e7ef5,openstack/puppet-tripleo,stable/stein,Ib8e7ef5b58cc0a6d125502081c1459ccf6648ee2,https://review.opendev.org/c/openstack/puppet-tripleo/+/662074,https://review.opendev.org/c/openstack/puppet-tripleo/+/662981,True,1.0,,,10,15,10,15,1.0,1,False,False,4,16,6,5.77,138.4,7,0,ok,1,5,5,1.69,40.52,1,0,ok,Clean
openstack-tripleo-common-stable-queens-I14b69b9,openstack/tripleo-common,stable/queens,I14b69b9fb5234cf79a4d7e85de5f16df5ef7f7a2,https://review.opendev.org/c/openstack/tripleo-common/+/661585,https://review.opendev.org/c/openstack/tripleo-common/+/663003,True,1.0,,,62,6,62,6,1.0,2,False,False,3,12,7,7.71,185.0,5,1,ok,1,3,2,2.51,60.23,1,0,ok,Clean
openstack-tripleo-common-stable-rocky-I14b69b9,openstack/tripleo-common,stable/rocky,I14b69b9fb5234cf79a4d7e85de5f16df5ef7f7a2,https://review.opendev.org/c/openstack/tripleo-common/+/661585,https://review.opendev.org/c/openstack/tripleo-common/+/663002,True,1.0,,,62,6,62,6,1.0,2,False,False,3,12,7,7.71,185.0,5,1,ok,1,3,2,2.51,60.24,0,0,ok,Clean
openstack-tripleo-common-stable-stein-I14b69b9,openstack/tripleo-common,stable/stein,I14b69b9fb5234cf79a4d7e85de5f16df5ef7f7a2,https://review.opendev.org/c/openstack/tripleo-common/+/661585,https://review.opendev.org/c/openstack/tripleo-common/+/663001,True,1.0,,,62,6,62,6,1.0,2,False,False,3,12,7,7.71,185.0,5,1,ok,1,5,3,2.5,60.05,1,0,ok,Clean
openstack-puppet-manila-stable-queens-I31fff6a,openstack/puppet-manila,stable/queens,I31fff6a1b6fede860b8aaee0079183924e8b31d6,https://review.opendev.org/c/openstack/puppet-manila/+/661269,https://review.opendev.org/c/openstack/puppet-manila/+/662975,True,1.0,,,72,28,72,28,1.0,0,False,False,4,20,7,10.58,253.89,6,0,ok,1,4,2,0.72,17.34,0,0,ok,Clean
openstack-puppet-manila-stable-rocky-I31fff6a,openstack/puppet-manila,stable/rocky,I31fff6a1b6fede860b8aaee0079183924e8b31d6,https://review.opendev.org/c/openstack/puppet-manila/+/661269,https://review.opendev.org/c/openstack/puppet-manila/+/662974,True,1.0,,,72,28,72,28,1.0,0,False,False,4,20,7,10.58,253.89,6,0,ok,1,5,3,0.72,17.34,1,0,ok,Clean
openstack-puppet-manila-stable-stein-I31fff6a,openstack/puppet-manila,stable/stein,I31fff6a1b6fede860b8aaee0079183924e8b31d6,https://review.opendev.org/c/openstack/puppet-manila/+/661269,https://review.opendev.org/c/openstack/puppet-manila/+/662973,True,1.0,,,72,28,72,28,1.0,0,False,False,4,20,7,10.58,253.89,6,0,ok,1,5,3,0.72,17.34,2,0,ok,Clean
openstack-puppet-nova-stable-stein-I0048d1f,openstack/puppet-nova,stable/stein,I0048d1f57eeb3418b52f225f87810ea1a7250a0f,https://review.opendev.org/c/openstack/puppet-nova/+/662723,https://review.opendev.org/c/openstack/puppet-nova/+/662937,True,1.0,,,36,20,36,20,1.0,1,False,False,1,5,5,0.37,8.8,4,0,ok,1,4,5,0.91,21.87,3,0,ok,Clean
openstack-puppet-tripleo-stable-queens-I3de131c,openstack/puppet-tripleo,stable/queens,I3de131c022e183cb29aa1c5c9913af736afd0c4d,https://review.opendev.org/c/openstack/puppet-tripleo/+/661528,https://review.opendev.org/c/openstack/puppet-tripleo/+/662378,True,1.0,,,8,0,8,0,1.0,3,True,False,5,16,4,3.91,93.8,6,2,ok,1,6,3,3.31,79.34,4,0,ok,Clean
openstack-puppet-tripleo-stable-rocky-I3de131c,openstack/puppet-tripleo,stable/rocky,I3de131c022e183cb29aa1c5c9913af736afd0c4d,https://review.opendev.org/c/openstack/puppet-tripleo/+/661528,https://review.opendev.org/c/openstack/puppet-tripleo/+/662377,True,1.0,,,8,0,8,0,1.0,0,True,False,5,16,4,3.91,93.8,6,2,ok,1,4,3,0.88,21.24,0,0,ok,Clean
openstack-puppet-tripleo-stable-stein-I3de131c,openstack/puppet-tripleo,stable/stein,I3de131c022e183cb29aa1c5c9913af736afd0c4d,https://review.opendev.org/c/openstack/puppet-tripleo/+/661528,https://review.opendev.org/c/openstack/puppet-tripleo/+/662376,True,1.0,,,8,0,8,0,1.0,0,True,False,5,16,4,3.91,93.8,6,2,ok,2,6,3,0.6,14.31,2,0,ok,Clean
openstack-puppet-tripleo-stable-queens-Iab5f11c,openstack/puppet-tripleo,stable/queens,Iab5f11c3065ff34a3543621554e7f05161d069f2,https://review.opendev.org/c/openstack/puppet-tripleo/+/659926,https://review.opendev.org/c/openstack/puppet-tripleo/+/662930,True,1.0,,,22,9,22,9,1.0,5,True,False,4,10,3,11.89,285.43,10,0,ok,1,4,3,0.91,21.87,4,0,ok,Clean
openstack-puppet-tripleo-stable-rocky-Iab5f11c,openstack/puppet-tripleo,stable/rocky,Iab5f11c3065ff34a3543621554e7f05161d069f2,https://review.opendev.org/c/openstack/puppet-tripleo/+/659926,https://review.opendev.org/c/openstack/puppet-tripleo/+/662494,True,1.0,,,22,9,22,9,1.0,4,True,False,4,10,3,11.89,285.43,10,0,ok,1,6,2,3.4,81.55,5,0,ok,Clean
openstack-puppet-tripleo-stable-stein-Iab5f11c,openstack/puppet-tripleo,stable/stein,Iab5f11c3065ff34a3543621554e7f05161d069f2,https://review.opendev.org/c/openstack/puppet-tripleo/+/659926,https://review.opendev.org/c/openstack/puppet-tripleo/+/662287,True,1.0,,,22,9,22,9,1.0,0,True,False,4,10,3,11.89,285.43,10,0,ok,1,3,2,0.31,7.49,2,0,ok,Clean
openstack-puppet-ovn-stable-stein-I7e09807,openstack/puppet-ovn,stable/stein,I7e098075580721dfb7d3fb4b696ca8d33743ef84,https://review.opendev.org/c/openstack/puppet-ovn/+/644542,https://review.opendev.org/c/openstack/puppet-ovn/+/662217,True,1.0,,,38,3,38,3,1.0,58,False,False,4,12,6,14.18,340.23,4,3,ok,1,4,3,0.96,22.98,2,0,ok,Clean
openstack-puppet-neutron-stable-stein-Idf81990,openstack/puppet-neutron,stable/stein,Idf81990d4075f4332d99326170ed733452a85cab,https://review.opendev.org/c/openstack/puppet-neutron/+/644544,https://review.opendev.org/c/openstack/puppet-neutron/+/662216,True,1.0,,,13,0,13,0,1.0,59,False,False,3,13,5,14.29,342.88,7,2,ok,1,4,3,1.33,31.86,2,0,ok,Clean
openstack-tripleo-validations-stable-stein-I73a92ca,openstack/tripleo-validations,stable/stein,I73a92caba8a3eef0b77a47eba42898f68e7ef826,https://review.opendev.org/c/openstack/tripleo-validations/+/641027,https://review.opendev.org/c/openstack/tripleo-validations/+/661963,True,1.0,,,60,0,60,0,1.0,41,False,False,8,13,4,43.47,1043.28,7,0,ok,1,4,4,0.45,10.69,0,0,ok,Clean
openstack-puppet-octavia-stable-queens-Id6c0d15,openstack/puppet-octavia,stable/queens,Id6c0d156715147c6559dc39098a6eaabf77ac426,https://review.opendev.org/c/openstack/puppet-octavia/+/647502,https://review.opendev.org/c/openstack/puppet-octavia/+/661952,True,1.0,,,65,47,65,47,1.0,63,False,False,5,14,4,3.14,75.37,4,2,ok,1,3,2,1.51,36.26,0,0,ok,Clean
openstack-puppet-octavia-stable-rocky-Id6c0d15,openstack/puppet-octavia,stable/rocky,Id6c0d156715147c6559dc39098a6eaabf77ac426,https://review.opendev.org/c/openstack/puppet-octavia/+/647502,https://review.opendev.org/c/openstack/puppet-octavia/+/661951,True,1.0,,,65,47,65,47,1.0,63,False,False,5,14,4,3.14,75.37,4,2,ok,1,4,2,1.51,36.26,0,0,ok,Clean
openstack-puppet-octavia-stable-stein-Id6c0d15,openstack/puppet-octavia,stable/stein,Id6c0d156715147c6559dc39098a6eaabf77ac426,https://review.opendev.org/c/openstack/puppet-octavia/+/647502,https://review.opendev.org/c/openstack/puppet-octavia/+/661950,True,1.0,,,65,47,65,47,1.0,63,False,False,5,14,4,3.14,75.37,4,2,ok,1,4,2,1.5,36.07,2,0,ok,Clean
