instance_id,project,target_stable_branch,change_id,master_patch_url,stable_backport_url,same_files_modified,file_overlap_ratio,files_only_in_master,files_only_in_stable,master_lines_added,master_lines_removed,stable_lines_added,stable_lines_removed,diff_size_ratio,days_to_backport,only_iac,has_explicit_tests,master_patchsets,master_human_messages,master_human_reviewers,master_review_duration_days,master_review_hours,master_ci_failures,master_human_negative_votes,master_api_status,bp_patchsets,bp_human_messages,bp_human_reviewers,bp_review_duration_days,bp_review_hours,bp_ci_failures,bp_human_negative_votes,bp_api_status,backport_type
openstack-openstack-ansible-rabbitmq_server-stable-2024.2-I3c2751d,openstack/openstack-ansible-rabbitmq_server,stable/2024.2,I3c2751da86492c8659252cf5d7b691ce2cc111cf,https://review.opendev.org/c/openstack/openstack-ansible-rabbitmq_server/+/940963,https://review.opendev.org/c/openstack/openstack-ansible-rabbitmq_server/+/940964,True,1.0,,,10,0,10,0,1.0,1,True,False,3,7,3,24.34,584.22,4,0,ok,2,3,3,25.98,623.61,2,0,ok,Clean
openstack-openstack-ansible-lxc_hosts-stable-2024.2-Ie5b0f21,openstack/openstack-ansible-lxc_hosts,stable/2024.2,Ie5b0f215cceb8e8002b75543f4050042732525a7,https://review.opendev.org/c/openstack/openstack-ansible-lxc_hosts/+/942812,https://review.opendev.org/c/openstack/openstack-ansible-lxc_hosts/+/945229,True,1.0,,,5,1,4,1,0.8333,18,False,False,1,3,4,5.1,122.34,0,0,ok,3,1,1,0.23,5.51,0,0,ok,Modified
openstack-openstack-ansible-haproxy_server-stable-2024.2-I4835505,openstack/openstack-ansible-haproxy_server,stable/2024.2,I483550527b37276a7742ca116b7366bbd0b05875,https://review.opendev.org/c/openstack/openstack-ansible-haproxy_server/+/940961,https://review.opendev.org/c/openstack/openstack-ansible-haproxy_server/+/940962,True,1.0,,,2,2,2,2,1.0,6,True,False,2,4,2,18.11,434.54,3,0,ok,2,2,1,24.32,583.75,3,0,ok,Clean
openstack-kayobe-stable-2024.1-I73e7f2a,openstack/kayobe,stable/2024.1,I73e7f2a3258e5427ec16b01e7482093d7bfb33f8,https://review.opendev.org/c/openstack/kayobe/+/940646,https://review.opendev.org/c/openstack/kayobe/+/943228,True,1.0,,,55,5,55,5,1.0,26,False,True,6,17,3,3.73,89.43,13,0,ok,1,3,8,1.11,26.56,1,0,ok,Clean
openstack-kayobe-stable-2024.2-I73e7f2a,openstack/kayobe,stable/2024.2,I73e7f2a3258e5427ec16b01e7482093d7bfb33f8,https://review.opendev.org/c/openstack/kayobe/+/940646,https://review.opendev.org/c/openstack/kayobe/+/942137,True,1.0,,,55,5,55,5,1.0,17,False,True,6,17,3,3.73,89.43,13,0,ok,1,3,8,5.88,141.17,1,0,ok,Clean
openstack-kayobe-stable-2024.1-I4e0fd32,openstack/kayobe,stable/2024.1,I4e0fd325e2ceb698f1f959bc060b68bd629750e0,https://review.opendev.org/c/openstack/kayobe/+/931708,https://review.opendev.org/c/openstack/kayobe/+/942630,True,1.0,,,30,1,30,1,1.0,26,False,False,1,11,4,115.84,2780.21,6,0,ok,1,3,3,2.89,69.24,1,0,ok,Clean
openstack-kayobe-stable-2024.2-I4e0fd32,openstack/kayobe,stable/2024.2,I4e0fd325e2ceb698f1f959bc060b68bd629750e0,https://review.opendev.org/c/openstack/kayobe/+/931708,https://review.opendev.org/c/openstack/kayobe/+/940869,True,1.0,,,30,1,30,1,1.0,16,False,False,1,11,4,115.84,2780.21,6,0,ok,1,4,3,11.19,268.58,2,0,ok,Clean
openstack-puppet-nova-stable-2024.1-I7997067,openstack/puppet-nova,stable/2024.1,I7997067800f0e1f6563e164f8c02a15680b3aa9b,https://review.opendev.org/c/openstack/puppet-nova/+/940795,https://review.opendev.org/c/openstack/puppet-nova/+/940946,True,1.0,,,29,0,29,0,1.0,5,False,False,1,2,2,1.1,26.34,2,0,ok,1,2,2,5.27,126.4,1,0,ok,Clean
openstack-puppet-nova-stable-2024.2-I7997067,openstack/puppet-nova,stable/2024.2,I7997067800f0e1f6563e164f8c02a15680b3aa9b,https://review.opendev.org/c/openstack/puppet-nova/+/940795,https://review.opendev.org/c/openstack/puppet-nova/+/940945,True,1.0,,,29,0,29,0,1.0,2,False,False,1,2,2,1.1,26.34,2,0,ok,1,3,2,2.3,55.09,2,0,ok,Clean
openstack-kayobe-stable-2024.2-I6c06eef,openstack/kayobe,stable/2024.2,I6c06eef29166fcd738c22505408980b9246fbd0b,https://review.opendev.org/c/openstack/kayobe/+/940539,https://review.opendev.org/c/openstack/kayobe/+/941931,True,1.0,,,5,0,5,0,1.0,17,True,False,2,4,1,0.8,19.19,2,0,ok,1,4,8,1.15,27.52,1,0,ok,Clean
openstack-kolla-ansible-stable-2024.2-Id5305aa,openstack/kolla-ansible,stable/2024.2,Id5305aae4e92fbb9a12aa0f569fb7600b5f2d069,https://review.opendev.org/c/openstack/kolla-ansible/+/937094,https://review.opendev.org/c/openstack/kolla-ansible/+/937436,True,1.0,,,13,4,13,4,1.0,48,False,False,5,4,3,4.99,119.83,3,1,ok,1,2,3,48.45,1162.69,2,0,ok,Clean
openstack-kayobe-stable-2023.2-I539a29c,openstack/kayobe,stable/2023.2,I539a29c77a0165d43ca2ce359105c5460f450cd8,https://review.opendev.org/c/openstack/kayobe/+/939780,https://review.opendev.org/c/openstack/kayobe/+/940231,False,0.6667,,playbooks/kayobe-base/pre.yml,7,2,12,7,2.1111,36,False,False,4,7,3,2.37,56.87,2,0,ok,3,17,3,34.23,821.47,23,0,ok,Modified
openstack-kayobe-stable-2024.1-I539a29c,openstack/kayobe,stable/2024.1,I539a29c77a0165d43ca2ce359105c5460f450cd8,https://review.opendev.org/c/openstack/kayobe/+/939780,https://review.opendev.org/c/openstack/kayobe/+/940230,True,1.0,,,7,2,7,2,1.0,25,False,False,4,7,3,2.37,56.87,2,0,ok,1,5,3,22.67,544.06,3,0,ok,Clean
openstack-kayobe-stable-2024.2-I539a29c,openstack/kayobe,stable/2024.2,I539a29c77a0165d43ca2ce359105c5460f450cd8,https://review.opendev.org/c/openstack/kayobe/+/939780,https://review.opendev.org/c/openstack/kayobe/+/940229,True,1.0,,,7,2,7,2,1.0,24,False,False,4,7,3,2.37,56.87,2,0,ok,1,5,3,22.24,533.79,3,0,ok,Clean
openstack-kolla-ansible-stable-2024.2-Ibe5a132,openstack/kolla-ansible,stable/2024.2,Ibe5a132e109bc46ab7875b70f8357a2f580f931e,https://review.opendev.org/c/openstack/kolla-ansible/+/939962,https://review.opendev.org/c/openstack/kolla-ansible/+/940097,True,1.0,,,4,1,4,1,1.0,0,True,False,2,1,1,0.22,5.19,1,0,ok,2,2,3,0.31,7.37,1,0,ok,Clean
openstack-kolla-ansible-stable-2023.2-Ibe5a132,openstack/kolla-ansible,stable/2023.2,Ibe5a132e109bc46ab7875b70f8357a2f580f931e,https://review.opendev.org/c/openstack/kolla-ansible/+/939962,https://review.opendev.org/c/openstack/kolla-ansible/+/940098,True,1.0,,,4,1,2,0,0.4,0,True,False,2,1,1,0.22,5.19,1,0,ok,2,2,3,0.18,4.23,1,0,ok,Modified
openstack-kolla-ansible-stable-2024.1-Ibe5a132,openstack/kolla-ansible,stable/2024.1,Ibe5a132e109bc46ab7875b70f8357a2f580f931e,https://review.opendev.org/c/openstack/kolla-ansible/+/939962,https://review.opendev.org/c/openstack/kolla-ansible/+/940051,True,1.0,,,4,1,2,0,0.4,0,True,False,2,1,1,0.22,5.19,1,0,ok,2,2,3,0.72,17.2,2,0,ok,Modified
openstack-kolla-ansible-stable-2023.2-I6627e12,openstack/kolla-ansible,stable/2023.2,I6627e12e53e7223340b26cfbe6e6e1f2c6a3d4fe,https://review.opendev.org/c/openstack/kolla-ansible/+/939814,https://review.opendev.org/c/openstack/kolla-ansible/+/940057,True,1.0,,,1,0,1,0,1.0,0,True,False,3,2,1,0.99,23.76,5,0,ok,1,2,3,0.62,14.87,1,0,ok,Clean
openstack-kolla-ansible-stable-2024.1-I6627e12,openstack/kolla-ansible,stable/2024.1,I6627e12e53e7223340b26cfbe6e6e1f2c6a3d4fe,https://review.opendev.org/c/openstack/kolla-ansible/+/939814,https://review.opendev.org/c/openstack/kolla-ansible/+/940056,True,1.0,,,1,0,1,0,1.0,0,True,False,3,2,1,0.99,23.76,5,0,ok,1,2,3,0.62,14.76,1,0,ok,Clean
openstack-kolla-ansible-stable-2024.2-I6627e12,openstack/kolla-ansible,stable/2024.2,I6627e12e53e7223340b26cfbe6e6e1f2c6a3d4fe,https://review.opendev.org/c/openstack/kolla-ansible/+/939814,https://review.opendev.org/c/openstack/kolla-ansible/+/940055,True,1.0,,,1,0,1,0,1.0,0,True,False,3,2,1,0.99,23.76,5,0,ok,1,2,3,0.62,14.77,1,0,ok,Clean
openstack-kolla-ansible-stable-2023.2-I51c10c6,openstack/kolla-ansible,stable/2023.2,I51c10c614f8e5a553d0faaf4920454fd0541646e,https://review.opendev.org/c/openstack/kolla-ansible/+/939784,https://review.opendev.org/c/openstack/kolla-ansible/+/940053,True,1.0,,,7,2,7,2,1.0,0,True,False,3,4,1,1.14,27.45,4,0,ok,1,2,3,0.62,14.78,2,0,ok,Clean
openstack-kolla-ansible-stable-2024.1-I51c10c6,openstack/kolla-ansible,stable/2024.1,I51c10c614f8e5a553d0faaf4920454fd0541646e,https://review.opendev.org/c/openstack/kolla-ansible/+/939784,https://review.opendev.org/c/openstack/kolla-ansible/+/940052,True,1.0,,,7,2,7,2,1.0,0,True,False,3,4,1,1.14,27.45,4,0,ok,1,2,3,0.61,14.64,1,0,ok,Clean
openstack-kolla-ansible-stable-2024.2-I51c10c6,openstack/kolla-ansible,stable/2024.2,I51c10c614f8e5a553d0faaf4920454fd0541646e,https://review.opendev.org/c/openstack/kolla-ansible/+/939784,https://review.opendev.org/c/openstack/kolla-ansible/+/940050,True,1.0,,,7,2,7,2,1.0,0,True,False,3,4,1,1.14,27.45,4,0,ok,1,2,3,0.61,14.53,2,0,ok,Clean
openstack-kolla-ansible-stable-2024.1-I2f2bdbc,openstack/kolla-ansible,stable/2024.1,I2f2bdbc9e1c6ad6da4ac7098ddd36143123c3062,https://review.opendev.org/c/openstack/kolla-ansible/+/938603,https://review.opendev.org/c/openstack/kolla-ansible/+/939748,True,1.0,,,6,3,6,3,1.0,0,False,False,5,1,2,13.96,334.98,5,0,ok,2,2,2,0.64,15.34,3,0,ok,Clean
openstack-kolla-ansible-stable-2024.2-I2f2bdbc,openstack/kolla-ansible,stable/2024.2,I2f2bdbc9e1c6ad6da4ac7098ddd36143123c3062,https://review.opendev.org/c/openstack/kolla-ansible/+/938603,https://review.opendev.org/c/openstack/kolla-ansible/+/939747,True,1.0,,,6,3,6,3,1.0,0,False,False,5,1,2,13.96,334.98,5,0,ok,1,2,2,0.64,15.35,1,0,ok,Clean
openstack-kolla-ansible-stable-2023.2-I2f2bdbc,openstack/kolla-ansible,stable/2023.2,I2f2bdbc9e1c6ad6da4ac7098ddd36143123c3062,https://review.opendev.org/c/openstack/kolla-ansible/+/938603,https://review.opendev.org/c/openstack/kolla-ansible/+/939768,True,1.0,,,6,3,6,3,1.0,0,False,False,5,1,2,13.96,334.98,5,0,ok,1,2,2,0.15,3.71,2,0,ok,Clean
openstack-puppet-cinder-stable-2024.1-I40727f7,openstack/puppet-cinder,stable/2024.1,I40727f7144fc390ee50bf77c485577679a961d47,https://review.opendev.org/c/openstack/puppet-cinder/+/939586,https://review.opendev.org/c/openstack/puppet-cinder/+/939654,True,1.0,,,0,27,0,27,1.0,0,False,False,4,3,2,2.06,49.41,3,0,ok,1,2,2,0.28,6.66,1,0,ok,Clean
openstack-puppet-cinder-stable-2024.2-I40727f7,openstack/puppet-cinder,stable/2024.2,I40727f7144fc390ee50bf77c485577679a961d47,https://review.opendev.org/c/openstack/puppet-cinder/+/939586,https://review.opendev.org/c/openstack/puppet-cinder/+/939653,True,1.0,,,0,27,0,27,1.0,0,False,False,4,3,2,2.06,49.41,3,0,ok,1,2,2,0.29,6.93,1,0,ok,Clean
openstack-openstack-ansible-os_horizon-stable-2024.2-I47797b5,openstack/openstack-ansible-os_horizon,stable/2024.2,I47797b558b754680e5e00e64642f72b47181a441,https://review.opendev.org/c/openstack/openstack-ansible-os_horizon/+/939330,https://review.opendev.org/c/openstack/openstack-ansible-os_horizon/+/939709,True,1.0,,,3,0,3,0,1.0,9,True,False,4,3,2,2.32,55.73,3,0,ok,1,2,1,6.0,143.92,1,0,ok,Clean
openstack-kayobe-stable-2024.1-I15d17f4,openstack/kayobe,stable/2024.1,I15d17f45d15c04aced0a4c0fe97e1d798ff46799,https://review.opendev.org/c/openstack/kayobe/+/938658,https://review.opendev.org/c/openstack/kayobe/+/939534,True,1.0,,,39,23,39,23,1.0,73,False,False,4,9,6,6.01,144.35,5,0,ok,1,6,3,70.13,1683.17,4,0,ok,Clean
openstack-kayobe-stable-2024.2-I15d17f4,openstack/kayobe,stable/2024.2,I15d17f45d15c04aced0a4c0fe97e1d798ff46799,https://review.opendev.org/c/openstack/kayobe/+/938658,https://review.opendev.org/c/openstack/kayobe/+/939533,True,1.0,,,39,23,39,23,1.0,66,False,False,4,9,6,6.01,144.35,5,0,ok,1,7,4,63.19,1516.63,5,0,ok,Clean
openstack-kayobe-stable-2024.2-Ib149e97,openstack/kayobe,stable/2024.2,Ib149e97d42ca46b96b5c05030ba2cf871a63cde9,https://review.opendev.org/c/openstack/kayobe/+/939121,https://review.opendev.org/c/openstack/kayobe/+/939244,True,1.0,,,40,0,40,0,1.0,1,False,False,5,7,9,0.86,20.68,2,0,ok,1,5,3,1.12,26.94,2,0,ok,Clean
openstack-kayobe-stable-2024.1-Ib149e97,openstack/kayobe,stable/2024.1,Ib149e97d42ca46b96b5c05030ba2cf871a63cde9,https://review.opendev.org/c/openstack/kayobe/+/939121,https://review.opendev.org/c/openstack/kayobe/+/939245,True,1.0,,,40,0,40,0,1.0,1,False,False,5,7,9,0.86,20.68,2,0,ok,1,4,3,1.12,26.93,1,0,ok,Clean
openstack-kayobe-stable-2024.1-I4da3a37,openstack/kayobe,stable/2024.1,I4da3a3739d57817ffbd094caea0fc80c3ad8eff8,https://review.opendev.org/c/openstack/kayobe/+/930691,https://review.opendev.org/c/openstack/kayobe/+/938792,True,1.0,,,16,2,16,2,1.0,99,False,False,11,13,5,5.46,130.97,11,0,ok,2,5,4,0.96,23.15,2,0,ok,Clean
openstack-openstack-ansible-repo_server-stable-2023.2-Idc35c22,openstack/openstack-ansible-repo_server,stable/2023.2,Idc35c22b17baa5bba45cdb7f0bcc4aa7e3eacb10,https://review.opendev.org/c/openstack/openstack-ansible-repo_server/+/938269,https://review.opendev.org/c/openstack/openstack-ansible-repo_server/+/939051,True,1.0,,,10,6,16,4,1.25,11,True,False,2,4,2,13.29,318.94,0,0,ok,1,1,1,7.22,173.18,0,0,ok,Modified
openstack-openstack-ansible-repo_server-stable-2024.1-Idc35c22,openstack/openstack-ansible-repo_server,stable/2024.1,Idc35c22b17baa5bba45cdb7f0bcc4aa7e3eacb10,https://review.opendev.org/c/openstack/openstack-ansible-repo_server/+/938269,https://review.opendev.org/c/openstack/openstack-ansible-repo_server/+/939050,True,1.0,,,10,6,16,4,1.25,4,True,False,2,4,2,13.29,318.94,0,0,ok,1,2,2,0.5,12.0,0,0,ok,Modified
openstack-openstack-ansible-repo_server-stable-2024.2-Idc35c22,openstack/openstack-ansible-repo_server,stable/2024.2,Idc35c22b17baa5bba45cdb7f0bcc4aa7e3eacb10,https://review.opendev.org/c/openstack/openstack-ansible-repo_server/+/938269,https://review.opendev.org/c/openstack/openstack-ansible-repo_server/+/938907,True,1.0,,,10,6,10,6,1.0,3,True,False,2,4,2,13.29,318.94,0,0,ok,1,2,1,1.9,45.56,1,0,ok,Clean
openstack-ansible-role-systemd_networkd-stable-2024.1-Ia6b2f6e,openstack/ansible-role-systemd_networkd,stable/2024.1,Ia6b2f6e1e4cc62d2761e13c06b726bb7998f9ff9,https://review.opendev.org/c/openstack/ansible-role-systemd_networkd/+/937618,https://review.opendev.org/c/openstack/ansible-role-systemd_networkd/+/938700,True,1.0,,,2,0,2,0,1.0,2,True,False,1,3,2,24.93,598.43,1,0,ok,1,1,1,0.19,4.44,0,0,ok,Clean
openstack-ansible-role-systemd_networkd-stable-2024.2-Ia6b2f6e,openstack/ansible-role-systemd_networkd,stable/2024.2,Ia6b2f6e1e4cc62d2761e13c06b726bb7998f9ff9,https://review.opendev.org/c/openstack/ansible-role-systemd_networkd/+/937618,https://review.opendev.org/c/openstack/ansible-role-systemd_networkd/+/938699,True,1.0,,,2,0,2,0,1.0,2,True,False,1,3,2,24.93,598.43,1,0,ok,1,1,1,0.16,3.83,0,0,ok,Clean
openstack-openstack-ansible-rabbitmq_server-stable-2024.2-I9fbe780,openstack/openstack-ansible-rabbitmq_server,stable/2024.2,I9fbe7806b3531921b90ac91c17b6a07deca2a4d2,https://review.opendev.org/c/openstack/openstack-ansible-rabbitmq_server/+/938051,https://review.opendev.org/c/openstack/openstack-ansible-rabbitmq_server/+/938237,True,1.0,,,2,0,2,0,1.0,0,True,False,2,1,1,5.21,125.01,0,0,ok,1,1,1,0.4,9.51,0,0,ok,Clean
openstack-kolla-stable-2024.2-I9c805b8,openstack/kolla,stable/2024.2,I9c805b866ee359d2da150438ca78be25b1462988,https://review.opendev.org/c/openstack/kolla/+/937345,https://review.opendev.org/c/openstack/kolla/+/937432,True,1.0,,,1,2,1,2,1.0,0,True,False,2,3,1,0.55,13.29,0,0,ok,1,2,2,0.16,3.84,1,0,ok,Clean
openstack-kolla-stable-2024.1-I9c805b8,openstack/kolla,stable/2024.1,I9c805b866ee359d2da150438ca78be25b1462988,https://review.opendev.org/c/openstack/kolla/+/937345,https://review.opendev.org/c/openstack/kolla/+/937433,True,1.0,,,1,2,1,2,1.0,0,True,False,2,3,1,0.55,13.29,0,0,ok,1,2,2,0.16,3.82,0,0,ok,Clean
openstack-kolla-stable-2023.2-I9c805b8,openstack/kolla,stable/2023.2,I9c805b866ee359d2da150438ca78be25b1462988,https://review.opendev.org/c/openstack/kolla/+/937345,https://review.opendev.org/c/openstack/kolla/+/937434,True,1.0,,,1,2,1,2,1.0,0,True,False,2,3,1,0.55,13.29,0,0,ok,1,2,2,0.16,3.81,0,0,ok,Clean
openstack-openstack-ansible-tests-stable-2024.2-I805bafa,openstack/openstack-ansible-tests,stable/2024.2,I805bafaeb838434b7e3ff19015ebbf02072d6621,https://review.opendev.org/c/openstack/openstack-ansible-tests/+/936630,https://review.opendev.org/c/openstack/openstack-ansible-tests/+/936631,True,1.0,,,0,1,0,1,1.0,3,True,False,1,2,2,7.22,173.28,0,0,ok,1,1,1,10.93,262.41,1,0,ok,Clean
openstack-openstack-ansible-os_zun-stable-2024.2-I968826f,openstack/openstack-ansible-os_zun,stable/2024.2,I968826fec65272e6a978d86c2d97425c8ccfc80c,https://review.opendev.org/c/openstack/openstack-ansible-os_zun/+/936391,https://review.opendev.org/c/openstack/openstack-ansible-os_zun/+/936635,True,1.0,,,116,22,116,22,1.0,0,False,False,2,2,2,0.95,22.74,0,0,ok,1,1,1,0.02,0.53,0,0,ok,Clean
openstack-ansible-role-frrouting-stable-2024.2-I3eb1bbf,openstack/ansible-role-frrouting,stable/2024.2,I3eb1bbf0a00849387e7d90237429fb68d4aab3c3,https://review.opendev.org/c/openstack/ansible-role-frrouting/+/936375,https://review.opendev.org/c/openstack/ansible-role-frrouting/+/936634,True,1.0,,,408,44,408,44,1.0,0,False,False,6,2,2,0.94,22.45,6,0,ok,1,1,1,0.03,0.71,0,0,ok,Clean
openstack-kolla-ansible-stable-2024.2-I7cbc6a9,openstack/kolla-ansible,stable/2024.2,I7cbc6a94608baf4f04ef231cc88397fc5dcf0a9b,https://review.opendev.org/c/openstack/kolla-ansible/+/935860,https://review.opendev.org/c/openstack/kolla-ansible/+/936278,True,1.0,,,11,1,11,1,1.0,0,False,False,6,12,4,5.28,126.73,5,1,ok,1,4,4,0.75,17.99,2,0,ok,Clean
openstack-kolla-ansible-stable-2024.1-Ie7fe78a,openstack/kolla-ansible,stable/2024.1,Ie7fe78ab67b1bf8a19def25fef321de5c2d80aa9,https://review.opendev.org/c/openstack/kolla-ansible/+/934414,https://review.opendev.org/c/openstack/kolla-ansible/+/938872,True,1.0,,,8,3,8,3,1.0,103,False,False,5,8,3,8.0,191.89,9,0,ok,1,3,3,48.23,1157.43,1,0,ok,Clean
openstack-kolla-ansible-stable-2024.2-Ie7fe78a,openstack/kolla-ansible,stable/2024.2,Ie7fe78ab67b1bf8a19def25fef321de5c2d80aa9,https://review.opendev.org/c/openstack/kolla-ansible/+/934414,https://review.opendev.org/c/openstack/kolla-ansible/+/938871,True,1.0,,,8,3,8,3,1.0,72,False,False,5,8,3,8.0,191.89,9,0,ok,1,2,2,17.4,417.55,1,0,ok,Clean
openstack-puppet-glance-stable-2023.1-I61ea8b8,openstack/puppet-glance,stable/2023.1,I61ea8b88cbe49574c82db8d7398a43c99c18fd4d,https://review.opendev.org/c/openstack/puppet-glance/+/935034,https://review.opendev.org/c/openstack/puppet-glance/+/935529,True,1.0,,,1,1,1,1,1.0,3,True,False,1,4,3,0.85,20.5,2,0,ok,1,2,2,0.17,4.01,1,0,ok,Clean
openstack-puppet-glance-stable-2023.2-I61ea8b8,openstack/puppet-glance,stable/2023.2,I61ea8b88cbe49574c82db8d7398a43c99c18fd4d,https://review.opendev.org/c/openstack/puppet-glance/+/935034,https://review.opendev.org/c/openstack/puppet-glance/+/935498,True,1.0,,,1,1,1,1,1.0,3,True,False,1,4,3,0.85,20.5,2,0,ok,1,2,2,0.23,5.51,1,0,ok,Clean
openstack-puppet-glance-stable-2024.1-I61ea8b8,openstack/puppet-glance,stable/2024.1,I61ea8b88cbe49574c82db8d7398a43c99c18fd4d,https://review.opendev.org/c/openstack/puppet-glance/+/935034,https://review.opendev.org/c/openstack/puppet-glance/+/935462,True,1.0,,,1,1,1,1,1.0,3,True,False,1,4,3,0.85,20.5,2,0,ok,1,2,2,1.1,26.43,1,0,ok,Clean
openstack-puppet-glance-stable-2024.2-I61ea8b8,openstack/puppet-glance,stable/2024.2,I61ea8b88cbe49574c82db8d7398a43c99c18fd4d,https://review.opendev.org/c/openstack/puppet-glance/+/935034,https://review.opendev.org/c/openstack/puppet-glance/+/935235,True,1.0,,,1,1,1,1,1.0,2,True,False,1,4,3,0.85,20.5,2,0,ok,1,3,2,2.03,48.73,1,0,ok,Clean
openstack-openstack-ansible-os_rally-stable-2024.1-Ic13fc1d,openstack/openstack-ansible-os_rally,stable/2024.1,Ic13fc1d62fae1125661b5ca193f25e2fadd6fdb9,https://review.opendev.org/c/openstack/openstack-ansible-os_rally/+/934144,https://review.opendev.org/c/openstack/openstack-ansible-os_rally/+/934815,True,1.0,,,3,0,3,0,1.0,5,True,False,2,2,2,7.07,169.59,2,0,ok,1,1,1,5.75,137.95,1,0,ok,Clean
openstack-puppet-tempest-stable-2024.2-Iba1414d,openstack/puppet-tempest,stable/2024.2,Iba1414d96521cda921ea0184008ce6c0ad817d94,https://review.opendev.org/c/openstack/puppet-tempest/+/934545,https://review.opendev.org/c/openstack/puppet-tempest/+/934673,True,1.0,,,1,2,1,2,1.0,0,True,False,1,2,2,1.51,36.26,1,0,ok,1,1,1,0.1,2.35,1,0,ok,Clean
openstack-openstack-ansible-os_keystone-stable-2023.2-Icfcc1cc,openstack/openstack-ansible-os_keystone,stable/2023.2,Icfcc1ccf7970853f480a922c40a8e0f5b7bbe4f2,https://review.opendev.org/c/openstack/openstack-ansible-os_keystone/+/933572,https://review.opendev.org/c/openstack/openstack-ansible-os_keystone/+/934534,True,1.0,,,6,0,6,0,1.0,10,True,False,2,1,1,11.4,273.56,1,0,ok,1,1,2,9.93,238.21,2,0,ok,Clean
openstack-openstack-ansible-os_keystone-stable-2024.1-Icfcc1cc,openstack/openstack-ansible-os_keystone,stable/2024.1,Icfcc1ccf7970853f480a922c40a8e0f5b7bbe4f2,https://review.opendev.org/c/openstack/openstack-ansible-os_keystone/+/933572,https://review.opendev.org/c/openstack/openstack-ansible-os_keystone/+/934533,True,1.0,,,6,0,6,0,1.0,9,True,False,2,1,1,11.4,273.56,1,0,ok,1,3,2,8.83,212.0,2,0,ok,Clean
openstack-openstack-ansible-ceph_client-stable-2024.1-I81c2290,openstack/openstack-ansible-ceph_client,stable/2024.1,I81c2290d764e5faaf0a57fd3131c6667ade521bf,https://review.opendev.org/c/openstack/openstack-ansible-ceph_client/+/933606,https://review.opendev.org/c/openstack/openstack-ansible-ceph_client/+/934532,False,0.0,vars/redhat.yml,tasks/ceph_preinstall_dnf.yml,12,1,1,1,0.1538,4,True,False,1,3,2,11.11,266.75,1,0,ok,2,1,1,3.4,81.58,0,0,ok,Modified
openstack-bifrost-stable-2024.2-Id426db0,openstack/bifrost,stable/2024.2,Id426db0ad418898a2ebe9f2b5001945520dc6b1d,https://review.opendev.org/c/openstack/bifrost/+/929753,https://review.opendev.org/c/openstack/bifrost/+/934178,True,1.0,,,11,1,11,1,1.0,34,False,False,6,16,5,48.14,1155.32,6,0,ok,1,3,3,33.91,813.79,1,0,ok,Clean
openstack-openstack-ansible-repo_server-stable-2024.1-I42663e8,openstack/openstack-ansible-repo_server,stable/2024.1,I42663e8316ef87c12a229517ac0f95f8c6c2c14b,https://review.opendev.org/c/openstack/openstack-ansible-repo_server/+/933769,https://review.opendev.org/c/openstack/openstack-ansible-repo_server/+/934046,True,1.0,,,5,0,5,0,1.0,1,True,False,1,2,2,4.85,116.47,0,0,ok,1,1,1,1.12,26.85,0,0,ok,Clean
openstack-kolla-ansible-stable-2024.1-I4001dda,openstack/kolla-ansible,stable/2024.1,I4001ddad198dcf40f71e9196e126cc78a19d1437,https://review.opendev.org/c/openstack/kolla-ansible/+/933840,https://review.opendev.org/c/openstack/kolla-ansible/+/937188,True,1.0,,,7,0,7,0,1.0,35,False,False,1,6,4,3.46,82.97,1,0,ok,3,5,4,4.11,98.61,6,0,ok,Clean
openstack-kolla-ansible-stable-2023.2-I4001dda,openstack/kolla-ansible,stable/2023.2,I4001ddad198dcf40f71e9196e126cc78a19d1437,https://review.opendev.org/c/openstack/kolla-ansible/+/933840,https://review.opendev.org/c/openstack/kolla-ansible/+/934113,True,1.0,,,7,0,7,0,1.0,35,False,False,1,6,4,3.46,82.97,1,0,ok,2,6,4,34.28,822.8,7,1,ok,Clean
openstack-kolla-ansible-stable-2024.2-I4001dda,openstack/kolla-ansible,stable/2024.2,I4001ddad198dcf40f71e9196e126cc78a19d1437,https://review.opendev.org/c/openstack/kolla-ansible/+/933840,https://review.opendev.org/c/openstack/kolla-ansible/+/934039,True,1.0,,,7,0,7,0,1.0,35,False,False,1,6,4,3.46,82.97,1,0,ok,1,4,5,34.84,836.15,0,0,ok,Clean
openstack-kolla-ansible-stable-2023.1-I4001dda,openstack/kolla-ansible,stable/2023.1,I4001ddad198dcf40f71e9196e126cc78a19d1437,https://review.opendev.org/c/openstack/kolla-ansible/+/933840,https://review.opendev.org/c/openstack/kolla-ansible/+/934114,True,1.0,,,7,0,7,0,1.0,24,False,False,1,6,4,3.46,82.97,1,0,ok,4,6,3,23.07,553.69,7,1,ok,Clean
openstack-kolla-ansible-stable-2024.2-I6ced070,openstack/kolla-ansible,stable/2024.2,I6ced070ca10b63c4d27ac76c1e82dc4312c1b165,https://review.opendev.org/c/openstack/kolla-ansible/+/933857,https://review.opendev.org/c/openstack/kolla-ansible/+/933907,True,1.0,,,1,1,1,1,1.0,2,True,False,1,2,2,0.81,19.43,2,0,ok,1,3,4,2.32,55.61,1,0,ok,Clean
